id,created_at,placeId,ratings,name,cuisine_id,address_str,published,video_links,phone_number,tags_id,price,website_url,handicap,vege,schedule,picture_profile,number_of_reviews,reviews,GPS_address
21,1712713150277,ChIJHfVz90Jx5kcRe2z0uKPZIUc,4.8,La Piadineria,16,"26 Rue Soufflot, 75005 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869192/jemxhvkwdsrotye1m9qb.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869211/nceandyj5ujegybljcop.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869229/yh0hcbefns5azvew30gl.mp4']",01 56 81 80 85,[6],,https://www.lapiadineria.com/?lang=fr,False,False,"['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']",ATplDJYzADelF_IIX_mxQ7aPRdOZB7sPsaT27uOOuz1RkSphrjjsZROJKBJE1K_GdtF2KAbdn6N6yCgJ-97CCJrVSI_h_wnyUc9mOHIyerF0wsCbbupVHDSDX77bvuVQK8_9i-0berWz0MAkO2KKER_9h4V4b3etcxKM5mDzoVNo94Xt1LDj,92,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.341355, 'lat': 48.847384}}"
22,1712713150838,ChIJQ47bPd5z5kcRWJJ_7ns4Isc,4.8,Fay’si Tis,7,"183 Rue du Faubourg Saint-Antoine, 75011 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869414/am94srilifcqyy45vbxn.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869438/xa7mapijk0dpgfoz2zsy.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869456/ajivky9yg6kfomavs1dw.mp4']",06 24 80 70 30,"[12, 11]",,http://dadourestaurant.com/,False,True,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']",ATplDJYJIkLn2GrHGeB86fOz3Q5NqMdZ-BNA2Nh75zZIjLfv25fwV6cpxETtiM3NURS_4hek0e7f_n9IDuzK3jlaznUymtPAH1CNtNHY0oWJgcIJaOie9gYEfrQq9Y8AEjfg_wlKOVkVBUQj5WkP5t70AHqTzHcBLucot7WW_SCyv5JJWJ3E,391,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.381323, 'lat': 48.850534}}"
23,1712713151322,ChIJO1zRe31x5kcRp1SrbxehAK4,0,LiBeyrouth,4,"72 Rue Mouffetard, 75005 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869501/krfxwlezg2o7y7iwswlx.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869523/df1w8ekkgr7mvftqldsp.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869546/un7xcxwv8hdbtngsb5tc.mp4']",,"[7, 4]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.349656, 'lat': 48.842575}}"
24,1712713151736,,0,Bambini,16,"13 Av. du Président Wilson, 75116 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869614/edkqdkpapaabv3zsowpr.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869627/lwgau3bufxnnzcbgxnei.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869644/vpclikcbmkumwjbim1mq.mp4']",01 40 70 86 08,"[6, 5]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.288553, 'lat': 48.863029}}"
25,1712713172294,ChIJT3S9CYhv5kcRQbdZVUPGYak,4.8,Taco Mesa,13,"40 Rue du Faubourg Poissonnière, 75010 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869817/wk0grgssukjlsaraks72.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869839/mwvsgxtsuhiqdkgjljem.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869873/umv10xjcwmeywd1xmzja.mp4']",09 78 81 06 00,[13],,https://tacomesa.fr/,False,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",ATplDJag_asUKWOYFhgIm415DpUya3jlEdL2Fx6l0AlEKMMEJ9GBf5GkBEfhtqovxkmJXUFb53b8aCM6toXQ2XDIRDjRM-hSOVitbd1u0yEI2K44mz8zPLYj4BsESstNMcIuq8HQ4ojJWjo7AKW-KwvwaZJLUR-Z3zRdlvEf1RDmP-5mkaXI,112,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.348008, 'lat': 48.873599}}"
26,1712713172880,ChIJsWCnxS5v5kcR4lpaV7jKHFw,4.5,ACÀ PIGALLE,13,"48 Bd de Clichy, 75018 Paris",False,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869929/vndo29expldm6iwf0d1l.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869938/o5mnsj4twfn240fnz4d5.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869954/pd8qowwo43hccn1rhhj6.mp4']",01 88 61 04 05,[13],2,https://www.acarestaurants.fr/menus-carte/,True,True,"['Monday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u200911:00\u202fPM']",ATplDJZmWmc42YPBTn0RzIQJHjga8pRE6CVIVt6eFG-ySt_dXpFeJbmgdQs_1obkRX_Jsk3WL6F7gi_YfH02jGl9XBnHElmZAZhCh5IMSiXiBF_R20Syi8U2YWlpYWZ8YyQTxYvq6ypXtfNAV5O45ak2oUIhj-ednEWsOAIpXxc1CzGLyZMD,2257,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.335594, 'lat': 48.883121}}"
27,1712713173478,ChIJJ5uMpz1z5kcRQbTr01qAuoA,4.9,Marvely,10,"46 Rue Crozatier, 75012 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869998/mtk3if5cgsxdc3uk9x0d.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710870077/fa3ljkitpqltt2ff6huu.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710870134/b0dpazididpqege4gwke.mp4']",,"[2, 3, 5]",2,https://marvely.fr/,True,True,"['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']",ATplDJb28cj1adkPkviyGHcoBWRwxsLoLdUmRj-cUMEURe4uMjnojZ2q5rw3JSp_dSrRlvJu2oJU2r1A9wiyBoGAOvxEKBQd5cc-qrN0NDE-hO_RyS5-Gf0joHdyyY89c8Oz-bjoHXNJNTglDfRkJbCF1AuRF2KVE2e7WMTubYdqGXFjni7G,2749,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.38052, 'lat': 48.848518}}"
28,1712713174261,ChIJUcyFxxxv5kcRF2lLWhD03L4,4.7,CHEZ HAKI,5,"43 Rue des Gravilliers, 75003 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710870277/ykbtauvb7vyggpptd5hx.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710870302/ndpybc4p4zmoxb3dbhef.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710870376/uq48tme2ghhh6d2t6xjd.mp4']",09 87 36 29 43,"[1, 9]",,https://chezhaki.eatbu.com/?lang=fr,True,False,"['Monday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: Closed', 'Thursday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u200910:30\u202fPM']",ATplDJbQmFaJMJ_unYSeGZb7THamu-EPDbgYUuuKBLktJe-zFhnwSGMSdEqP1IuT9uSVk7D6QQkZtzIcHGXrEBCnEqGBHvpaO-g70SuxlgJLLokS9Lb5dFSEi44GmmqsjUsZyvhVzyvdvVUwCQPRkEGWZX6YVF57XHQYwxU-LXUAfEqq-H67,1901,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.355487, 'lat': 48.86414}}"
29,1712713174873,ChIJqcm0XHVv5kcRAdg_SFD1ZZQ,0,Plan D - DWICH & GLACE,10,"22 Rue des Vinaigriers, 75010 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711457946/j0mmlxiuvtcjq0myfbti.mp4'],,"[9, 10]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.363196, 'lat': 48.873202}}"
30,1712713175340,ChIJZWuKoD1u5kcR50NbI_39dcE,4.8,Mopa,10,"17 Rue du Croissant, 75002 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711458398/nfohsodkujmh4pkgta7r.mp4'],09 81 44 98 93,"[9, 10]",2,https://mopa-concept.fr/,True,True,"['Monday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Friday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM']",ATplDJaBd17eIQDnbxCaEuA_u2P8tSfVUkFe3OKrpWDYDBx1uily1M_EAgzlGcHlJe56VbAZEjk9__nUDmdMDSGw4FhsQLYzifpWI4-qOtBm5LQW5IbjLTLARWBYXB-wW6fR3stdXahB7N3KG6W_OIHpiLcEtRjB4YMVe13Z0cZoxc6pp-Jc,894,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.343949, 'lat': 48.868904}}"
31,1712713195831,ChIJWQgua8pR5kcRdoCY0-6cnjI,4.7,GYOZA HOUSE,5,"20 Rue de Châteaudun, 75009 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711623718/rzzrcqopcbmfpskgjppg.mp4'],01 73 75 24 47,"[1, 9, 10, 2]",2,https://www.gyozahouse.fr/,True,True,"['Monday: 12:00\u2009–\u20099:00\u202fPM', 'Tuesday: 12:00\u2009–\u20099:00\u202fPM', 'Wednesday: 12:00\u2009–\u20099:00\u202fPM', 'Thursday: 12:00\u2009–\u20099:00\u202fPM', 'Friday: 12:00\u2009–\u20099:00\u202fPM', 'Saturday: 12:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",ATplDJb749e37LuH2SjO37oLtMxZUvKbnIlU_Pc5p2qWmeasRMmNKaf1fEh4imUHDTEnzKK4PXvTGBvUqP8Tcca3AzkROfneBKFQahWzf1-ri5mvMyx0ou7KCQ1QF---XAdxm-rh9kK2h9UCCT4G_y_clu1CWsvdgm5HKmBTVBBaieI2ITXm,2414,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.338314, 'lat': 48.876096}}"
32,1712713196283,,0,Boneshaker Donuts,9,"86 Rue d'Aboukir, 75002 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1711623856/z1dh1zw5vx2r2elafjeg.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1711623956/hoeh8ftsetpgs7pklbii.mp4']",,"[11, 10, 9]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.347771, 'lat': 48.867944}}"
33,1712713196775,ChIJo8tvmc69cEgRkhzndVKR9vg,4.8,Land & monkeys,7,86 BOULEVARD BEAUMARCHAIS 75011 PARIS,False,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624063/lyojjul2ula5nvppr4xz.mp4'],09 54 40 95 83,"[11, 9, 10]",,http://land.restaurant/,False,True,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 6:00\u2009–\u20097:30\u202fPM', 'Thursday: 12:00\u2009–\u20091:00\u202fPM, 6:00\u2009–\u20097:30\u202fPM', 'Friday: 12:00\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 12:00\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",ATplDJZcrHC4rcwvUxDsXxR8irD9-Lg5RllXDrb2L1p1mGRap-093RrmIxkiJoPOIYoH7CME7Tq3dkhJN7AjSBOfAjV__LNq5eQrbRBTtsd93dhzl-PxqzJhTc0s9rDX7GTazlL4nQdDNAC_wg_uiulTbCfhQbaBC4RtA6iWYe2CjN1vzXLo,316,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.367903, 'lat': 48.859369}}"
34,1712713197225,ChIJy4ZPFOJt5kcRxxE6jOjnxE4,4.8,Marcus Pizze Amore,8,"4 Rue Bichat, 75010 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624143/dxk4jskxdpwsf97uojna.mp4'],09 62 52 14 36,"[6, 9, 10]",2,http://marcusparis.com/,False,True,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: 7:00\u2009–\u200910:30\u202fPM']",ATplDJaYVW8f4kIGT4WZ1YxSW_b6O_Fcsy4ZY73Giz8gYej7EVK7hUijkszJKDpKb0Q3ufI6o4_IzJTOirjjVErwQFbl0c_X44FdN09zSCLbUhoGu_FfcvN4yL1kLbTIdqb0ebu01cu7MRQQD3PJF7Y0K82Sy2EA41WgSwu8xLnKF86C_01P,484,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.369274, 'lat': 48.869724}}"
35,1712713197742,ChIJw2nOM-Rv5kcRkILdyC7xat4,4.8,Green Farmer's Paris,15,"49 Bd de Clichy, 75009 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624189/qc2wyecmzpv14x0mjzf1.mp4'],01 73 74 18 21,"[9, 10]",,http://www.greenfarmers-vegan.com/,True,True,"['Monday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM']",ATplDJY2S0gh0qU_9juLIvz-ZOpZgo9nR1w13GkC0wes2opSdzS-b11Dm89W1bGxt_gLtRPadA5o2qCjXh4r0gmFrpUWXgcMUeiEHkvuidjX-j14nzwUSnuSEZ3PjZuigzdpGTd6V0Vl6wRN-8bvedzj3w3DItjFPrssUdYqj-EMHcQOCy5Y,432,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.32878, 'lat': 48.880403}}"
36,1712713198224,ChIJm669r6Nx5kcRE3-uqEssNQQ,4.7,Kous,12,116 bd du Montparnasse,True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624244/f7qzfvlgercuaopxbzqh.mp4'],,"[7, 2, 9, 10]",,https://kous-baracouscous-montparnasse.com/fr,False,False,"['Monday: Closed', 'Tuesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",ATplDJZFgUh4wVhFA0w4eOPe04sDAHOI1_Z8wKBKoxe6lPjIC_Y4-gS8zq6aoia4RZnkno65NMZK-g5lc8qfiy1GugKRpSxDDY8R1mlPZtFC_tJBHulxvr26nDZPHiPA6Lpgp1bm4KBJxCAvPPy2LboMxu8gKWpFvx-VblxMjpfHwuJ7qN7F,339,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.330378, 'lat': 48.841535}}"
37,1712713218730,ChIJ-cHlT4Fv5kcRh2Rn5LP-_S4,0,Libshop,4,"2 rue Saint-Philippe du Roule, 75008 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624297/tcyd1pkz5ovngi2ygxpc.mp4'],33142334107,"[7, 9, 10]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.308878, 'lat': 48.873388}}"
38,1712713219251,,0,Maslow - Restaurant Paris 1,1,"14 Quai de la Mégisserie, 75001 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624425/jrms85vdx3579zhrbvbo.mp4'],,"[9, 10]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.344247, 'lat': 48.858134}}"
39,1712713219852,ChIJQQI3N-hv5kcRNibepqFop8g,4.7,Kous,12,"96 rue Saint-Denis 75001, Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624244/f7qzfvlgercuaopxbzqh.mp4'],33142334107,"[2, 7, 9, 10]",,https://kous-baracouscous-amsterdam.com/fr,False,True,"['Monday: Closed', 'Tuesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",ATplDJbWdwVTimQvBBDCyvZLs69AqcQs1zDwJIBMLxavfgfKpWY0L1J2xTtx413fN2pkyrm23Pop_qKVxouo-sgZKN1g2HZzHA4v4OaCVhbYt4W6oPa_dKvIdLNJ2abx17gi101eb5gx6nw6Kl-BADYOc2YwujJ8S9fMAXoNqmXhzWU0eK3N,842,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.349907, 'lat': 48.863245}}"
40,1712713220384,ChIJU2Y2BaBt5kcRbzg5JMa0uXQ,4.4,Afri Call Food,6,"31 Rue de Ménilmontant, 75020 Paris",False,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711787699/hnm0yew09zqvpethlemw.mp4'],,"[8, 2]",,https://africallfood.com/,False,True,"['Monday: 7:00\u2009–\u200911:30\u202fPM', 'Tuesday: 7:00\u2009–\u200911:30\u202fPM', 'Wednesday: 7:00\u2009–\u200911:30\u202fPM', 'Thursday: 7:00\u2009–\u200911:30\u202fPM', 'Friday: 7:00\u2009–\u200911:30\u202fPM', 'Saturday: 7:00\u2009–\u200911:30\u202fPM', 'Sunday: 7:00\u2009–\u200911:30\u202fPM']",ATplDJbdsHMs9RjxVxUrsak7uPxRnwUM6swqvaG3RS698E3Y6ubBp7f-hE4u4TnbBoBs7hTDEfwgNB_nUZxxpKlJW7EQZdWC-eegmoN3qpixnGR89RYDn-iXflmiFnZjc55uz8YW2Uc8wVYvQU4WvaM4xVjUdwIFiBvJkkr2lxUa6heRc38,174,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.385121, 'lat': 48.867633}}"
41,1712713220903,ChIJF-O8i4Vv5kcRfqJBCNs3Awk,3.3,Afrodisiac Paris 2,6,"16 rue Thorel, 75002 Paris",False,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711787979/yuifnp8yekgdyzgyhgbv.mp4'],+33 951917218,"[8, 9]",,https://lafrodisiacrestaurant.fr/,False,True,"['Monday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20091:30\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20091:30\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u200912:00\u202fAM']",ATplDJZfSrMFILYaOhXaRgsVGI785Hp9gC06imFGueyKDaxdNiuG2vBB5INa7vOq5JsgBpa3tyrf2-zgNKVmizgE8YvgBm6_tp8oZ4rCFCisaxPSHRXR-fidbtdOhp5PktS996kwcJfgui5HXsCk4znC6sHwg6wi6vw6TMXAN0k8At79FuE-,742,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.349138, 'lat': 48.870162}}"
42,1712713221418,ChIJ9cxIebxz5kcRlKFpuVusEZg,4.9,Wakanda factory Paris nation,6,"23 Rue Claude Tillier, 75012 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711788147/xetkxwrf6eeozaqqnz9x.mp4'],01 89 33 12 85,"[8, 2]",,http://wakandafood.fr/,False,False,"['Monday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u2009–\u200911:00\u202fPM']",ATplDJbIpJdXA5N1Nx6wNmMsB08ftoyftO_r_8qmmBKpkcZ2BRDGzIhXoVp3iCvL4Sc-abJsVUSFFgDfHsvT4poDlpnPJQsSjZI4t6E3acYnS8tZiwb1GgVLW5YeLdLG2ijE5-nkwa8hCg7XP4EMCdgGayA58gCQHR63z62McAHxZLYzBUel,298,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.388338, 'lat': 48.848454}}"
43,1712713241926,ChIJy2jlhvRv5kcRAgr7DCblDlU,0,OYA Fusion,16,"141 Av. de Malakoff, 75116 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1711788522/uei782oifyn7hvvnw2er.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1711788565/qgvwz1pneixhmagfd8pi.mp4']",01 40 67 18 44,"[8, 5, 9, 10]",,,False,False,[],,0,"[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]","{'type': 'point', 'data': {'lng': 2.2837, 'lat': 48.8754}}"
