id,created_at,placeId,ratings,name,cuisine_id,address_str,published,video_links,phone_number,tags_id,price,website_url,handicap,vege,schedule,picture_profile,number_of_reviews,GPS_address,reviews
104,1712447614866,ChIJ2SnopiVt5kcRCpl04SjBTuY,4.7,Bao Express,18,"10 R. Bréguet, 75011 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710323118/bmv9qwxdmjofyh5uuooe.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323161/dhrwrbzyi1hxvxxcsegp.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323280/pvwdor8zpqolx2kufapt.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323399/bt9o9xergv4nsyg3krqw.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323417/wptamqm66tkk1volseik.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323426/sbst0dmkyiybohjcab1i.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323439/qk5kiknlvsji436qjvp0.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323450/bp1rwrdhc1mlregwwzmp.mp4']",,"[1, 2]",2,https://www.baofamily.co/bao-express,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZSlt7UARxj_4uzuQwJ-wSZJ-ztiCoLG960KWeU8tayok6qliGkn3d_drzm1K19jl6OlHnxZNvcX1YfbdxGybenB5HUYMDrxLWkFWipev9X2xgGEiSzV1tW8zS0CUhNobw304CrBga2vd2OJtkYb5Kyx4MX4bR7jeZzd7PEKIhkys9D&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,3226,"{'type': 'point', 'data': {'lng': 2.372029, 'lat': 48.85673}}","[{'author': 'Rob Wise', 'text': 'This has to be one of THE HIDDEN GEMS of Paris. This isn’t on any tourist lists of places to eat and it’s not typical French food, but it is delicious and the vibe in this place is immaculate. We enjoyed it so much, we went back on our last night in Paris to have it again!  Beef Ho Fun is easily the best dish we had in Paris and the Sweet and Sour Chicken is unlike any version we’ve had in the best way possible. Also, if you’re a dessert person, the lava French toast is a must try!  We would eat here again and again and will recommend this place to anyone traveling to Paris!', 'rating': '5', 'date_published': 1695294145000, 'author_profile_url': 'https://www.google.com/maps/contrib/106420206648122939671/reviews', 'lang': 'en'}]"
142,1712447792734,ChIJQQI3N-hv5kcRNibepqFop8g,4.7,Kous,18,"96 rue Saint-Denis 75001, Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624244/f7qzfvlgercuaopxbzqh.mp4'],+33142334107,"[2, 7, 9, 10]",,https://kous-baracouscous-amsterdam.com/fr,False,True,"['Monday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJb1eNyrslTAguJTmbv5foTNJIGeL_3oRxx-eR1x_Kz_CtBuH9j6u4OEOWQejLHzEa9wmEWkCrhVBmD9emwWg9AyPhfqAAmovhZCouRpjkV87XHsap9N1qFPj-nuD4acUfK-G6kJENcJkpU-A57HitCPAcL2Mu6ZU6jIUwygpsiR-UfM&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,846,"{'type': 'point', 'data': {'lng': 2.349907, 'lat': 48.863245}}","[{'author': 'Sophia Divita', 'text': 'This place was THE BEST! I met the owner Bader and he was super nice. A must try if you’re in Paris!', 'rating': '5', 'date_published': 1694098364000, 'author_profile_url': 'https://www.google.com/maps/contrib/103923188364073001947/reviews', 'lang': 'en'}]"
139,1712447770050,ChIJm669r6Nx5kcRE3-uqEssNQQ,4.7,Kous,18,116 bd du Montparnasse,True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624244/f7qzfvlgercuaopxbzqh.mp4'],,"[7, 2, 9, 10]",,https://kous-baracouscous-montparnasse.com/fr,False,False,"['Monday: Closed', 'Tuesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbjtgCmw7z7pFB1WIXXiDbrywNEohGljHLV7lC0gDbEwzD5hd8-2N_og1Qf9ectBglB_o2QOh2vPL0AsY_N1omiuzIav7dz91yjJyGd6zlmVw6aN9sEagMo00BQhrvWUA4v9bre-zIjlM-FnQF42c1J6w3JYmJnU0LOuiB1LmDA3_B8&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,341,"{'type': 'point', 'data': {'lng': 2.330378, 'lat': 48.841535}}","[{'author': 'Rania Hatimy', 'text': 'So good', 'rating': '5', 'date_published': 1707830072000, 'author_profile_url': 'https://www.google.com/maps/contrib/109206510652453500462/reviews', 'lang': 'en'}]"
128,1712447720022,ChIJT3S9CYhv5kcRQbdZVUPGYak,4.7,Taco Mesa,18,"40 Rue du Faubourg Poissonnière, 75010 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869817/wk0grgssukjlsaraks72.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869839/mwvsgxtsuhiqdkgjljem.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869873/umv10xjcwmeywd1xmzja.mp4']",09 78 81 06 00,[13],,https://tacomesa.fr/,False,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZRkvwx0TmOlZ8HCKrmKoR1vHuHPeucmEwX4fNFXWqPxyIh3JRedITuZbo9TrrhYIk_ZdaBn6KZMkx203SJQjTjjjH4CsaWFq_AoUXWpPs8FtlqJDavKr23do7BII1ZNVXuHxnWgl2JS_O0OsYVoOLmATk8ZxhHlZGhxG3RypUQxw4J&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,113,"{'type': 'point', 'data': {'lng': 2.348008, 'lat': 48.873599}}","[{'author': 'Remi Mahmoud', 'text': 'BEST Tacos in Paris 🌮!!taste and feel like Mexico!! 🇲🇽 SOOOO good', 'rating': '5', 'date_published': 1707701122000, 'author_profile_url': 'https://www.google.com/maps/contrib/101157995984609790794/reviews', 'lang': 'en'}]"
134,1712447745671,ChIJWQgua8pR5kcRdoCY0-6cnjI,4.7,GYOZA HOUSE,18,"20 Rue de Châteaudun, 75009 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711623718/rzzrcqopcbmfpskgjppg.mp4'],01 73 75 24 47,"[1, 9, 10, 2]",2,https://www.gyozahouse.fr/,True,True,"['Monday: 12:00\u2009–\u20099:00\u202fPM', 'Tuesday: 12:00\u2009–\u20099:00\u202fPM', 'Wednesday: 12:00\u2009–\u20099:00\u202fPM', 'Thursday: 12:00\u2009–\u20099:00\u202fPM', 'Friday: 12:00\u2009–\u20099:00\u202fPM', 'Saturday: 12:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbf2e7GqAtINA-RAl-2L0nWQQU4YEJYyXNbpuPZSZsfv0bYUU-HBKeM2K6b00Tgw-e1sLPYLKS5xo4oqMJTWmkkPmR8q1AfrjkqKBrekHveDWLvGJWa09LKA35OBiLRRGHhbmFJxwvcxDhBWINIiU5QwJoNotKBSWcoppG2eD_2RExE&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,2437,"{'type': 'point', 'data': {'lng': 2.338314, 'lat': 48.876096}}","[{'author': 'Elias Abou Haydar', 'text': 'For me, it’s easy. If you feel like eating gyozas, you need to come to this place.\n\nIt’s the best gyozas you can find in the city.\n\nThe service is nice and very polite.\n\nYou won’t be disappointed. I highly recommend.', 'rating': '5', 'date_published': 1698867672000, 'author_profile_url': 'https://www.google.com/maps/contrib/105336789334033682765/reviews', 'lang': 'en'}]"
131,1712447743005,ChIJUcyFxxxv5kcRF2lLWhD03L4,4.7,CHEZ HAKI,18,"43 Rue des Gravilliers, 75003 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710870277/ykbtauvb7vyggpptd5hx.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710870302/ndpybc4p4zmoxb3dbhef.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710870376/uq48tme2ghhh6d2t6xjd.mp4']",09 87 36 29 43,"[1, 9]",,https://chezhaki.eatbu.com/?lang=fr,True,False,"['Monday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: Closed', 'Thursday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u200910:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYJhMp81r4EBJsW9XQPE0k_Ma7IKDXTfbBgOP0NCey9lkp3JXfZ4B5QcxA9QSfJOAKcyN3wIG7MWjxOLIO3SFpZHSWlprQ5XrZFERegSRw61mheeJLS018YDt4izkxNWW1GL0s5iu--keZwqaAVs__kkbaCA75q6vrNy5mU4iSTWRY2&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,1906,"{'type': 'point', 'data': {'lng': 2.355487, 'lat': 48.86414}}","[{'author': 'Micayla Ramos', 'text': 'The food was incredible. Tender noodles with the perfect chew with rich delicious broth. We loved the S7! The service was excellent and the atmosphere cozy. A perfect rich and hearty meal at very reasonable prices especially for the flavor, portions, and quality.', 'rating': '5', 'date_published': 1712093361000, 'author_profile_url': 'https://www.google.com/maps/contrib/105572440024582186664/reviews', 'lang': 'en'}]"
118,1712447691197,ChIJOVhA5XRx5kcRzbgA7UFiWNs,4.8,RAMEN WANG,18,"20 Rue des Plantes, 75014 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710863282/atj5xep2u6acixu4snq9.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710863311/cfoyb4khtq1lwpgztc1f.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710863856/d1im17yuuri2yb9gytgz.mp4']",01 45 43 09 63,[1],2,https://www.ramenwang.fr/,True,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYHt7QqHFCPH_sRE6W2QOK1xbc2gbOrEtyFvIAx-NVPURBIqMEbh_ptD-QxBeo1jJyBFlIDig3gotx5nJflb7sqOlhkDln3hQkixNfcU7bF6fhUbHggXbHUyCw6xFkjksY5uB-0OLlw4XTk04bAqgTszjCPq62LBxOC9dx8eSsL_9SP&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,545,"{'type': 'point', 'data': {'lng': 2.324057, 'lat': 48.831251}}","[{'author': 'Monica Rivera', 'text': 'Everything was delicious! Ramen was amazing with lots of flavors. The veggie gyozas as appetizers were tasty too. Nice variety of desserts and I really recommend the matcha financiers with ginger ice cream. Nice wine by the glass as well. Very cozy venue and ambience. A must!', 'rating': '5', 'date_published': 1675549566000, 'author_profile_url': 'https://www.google.com/maps/contrib/107074390665313624214/reviews', 'lang': 'en'}]"
133,1712447744884,ChIJZWuKoD1u5kcR50NbI_39dcE,4.8,Mopa,18,"17 Rue du Croissant, 75002 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711458398/nfohsodkujmh4pkgta7r.mp4'],09 81 44 98 93,"[9, 10]",2,https://mopa-concept.fr/,True,True,"['Monday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Friday: 12:00\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZ4e2leNEKJbmc6bZH2FVjZKE-jIb364ZehEvYLSfAIVclIbXQzFTZ_5RKQDcAPsS1D0ynunLjsCMMt5NfBrynlhf8TXkO9V3CEEzyI2-kH-__Hk9SnR2IMoCPwcpo7er7w23haLpBroIhKpbxFcGpKvivg8sNkNMHqnRj_h3jiNYQE&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,895,"{'type': 'point', 'data': {'lng': 2.343949, 'lat': 48.868904}}","[{'author': 'Fran Pilkington-Cheney', 'text': 'Great little vegan place. Food was very tasty, service was brilliant. We had the cheeseburger, bacon burger and Berliner kebap with fries. Good came quickly, not greasy at all. Red wine was a good accompaniment!', 'rating': '5', 'date_published': 1693599448000, 'author_profile_url': 'https://www.google.com/maps/contrib/114140047473939069331/reviews', 'lang': 'en'}]"
141,1712447771737,ChIJ9SW_2SJv5kcRYZJVfm07LoM,4.8,Maslow - Restaurant Paris 1,18,"14 Quai de la Mégisserie, 75001 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624425/jrms85vdx3579zhrbvbo.mp4'],,"[9, 10]",2,https://maslow-group.com/,True,True,"['Monday: 12:00\u2009–\u200911:30\u202fPM', 'Tuesday: 12:00\u2009–\u200911:30\u202fPM', 'Wednesday: 12:00\u2009–\u200911:30\u202fPM', 'Thursday: 12:00\u2009–\u200911:30\u202fPM', 'Friday: 12:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u200911:30\u202fPM', 'Sunday: 11:15\u202fAM\u2009–\u20098:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbWk_mrDGrLb4s0FyfaeoCzUGFqyPq1xjg0yRmS17_NTmajGLRi8Lg6SugN84-Ugy5GQbbO-tbidyCN3knQgzgv6FBXVAbuvhPiLpZbNxnwY2UqsLyV1DrXlHd--FY6FQIScKtKewWOe3QNkzrUXy7Eo2_hWom9sYp8-yKr62g7pCmJ&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,3932,"{'type': 'point', 'data': {'lng': 2.344247, 'lat': 48.858134}}","[{'author': 'Katarina H', 'text': 'Best meal in Paris by far. Kid approved as well! The service, ambience and food quality was superb. Our waiter Alex was so kind and attentive. He made just the perfect recommendations. We are looking forward to coming back! Merci beaucoup!!', 'rating': '5', 'date_published': 1711743897000, 'author_profile_url': 'https://www.google.com/maps/contrib/112399567715751525668/reviews', 'lang': 'en'}]"
126,1712447718009,ChIJO1zRe31x5kcRp1SrbxehAK4,4.8,LiBeyrouth,18,"72 Rue Mouffetard, 75005 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710869501/krfxwlezg2o7y7iwswlx.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869523/df1w8ekkgr7mvftqldsp.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710869546/un7xcxwv8hdbtngsb5tc.mp4']",,"[7, 4]",,https://instagram.com/li_beyrouth_rest?igshid=YmMyMTA2M2Y=,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZrwZdVH1dDFWP1oOhMOVoX8Uhj1bX7XBha4EwLuEL79CBjRI9FPoHq-9WqfQ3e3Z0CPwe5RyjSCCtMlUn4u9LZP0wjeuShJ6NTr0q_zmmqJ2FxRiigMXnMe7qLc5-uFE3nFxMEZRPfxXl3gC057d1wgiRpmI6D2VktYGiT4Nm19HbT&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,1719,"{'type': 'point', 'data': {'lng': 2.349656, 'lat': 48.842575}}","[{'author': 'Theo Sayad', 'text': 'We went for the 20€ buffet and there was a long queue but we decided to wait. We got seated in a bit of a tight space but the Lebanese staff were super friendly and welcoming and offered us drinks and desserts. The food was also of high quality, and overall, it was a nice experience. Would definitely recommend, worth the wait.', 'rating': '5', 'date_published': 1712411519000, 'author_profile_url': 'https://www.google.com/maps/contrib/102913402663645081832/reviews', 'lang': 'en'}]"
137,1712447768375,ChIJy4ZPFOJt5kcRxxE6jOjnxE4,4.8,Marcus Pizze Amore,18,"4 Rue Bichat, 75010 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711624143/dxk4jskxdpwsf97uojna.mp4'],09 62 52 14 36,"[6, 9, 10]",2,http://marcusparis.com/,False,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: 7:00\u2009–\u200910:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJY68lm9G5sRjW_kCwZQZgCTcYs4QKiI7dF9KOA-KU9Eb6E_pZL9RhuDgWp-kj0_Kl1TwUHh_SlnIzbEK4qSvDoIk7pNyZbBsgELlJcptUp2WuCWN-pb6h7hQ5S9tEPFBWz1OwJP4F4ZqUjYDgmcw_dil4E0HefNO1YBMb5NdarASNg4&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,484,"{'type': 'point', 'data': {'lng': 2.369274, 'lat': 48.869724}}","[{'author': 'Stephanie Safdie', 'text': 'Super friendly staff and AMAZING vegan pizza. The vegan tiramisu was also amazing. Would 10/10 eat here again!', 'rating': '5', 'date_published': 1710501388000, 'author_profile_url': 'https://www.google.com/maps/contrib/107495179346255478258/reviews', 'lang': 'en'}]"
107,1712447618012,ChIJqSmqRVdv5kcRWn3NXEJnXIg,4.8,Jungle Palace,18,12 RUE DE LA FIDÉLITÉ  75010 PARIS,True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1709734233/wcsp3qs56zekk045gjd5.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1709734242/hxskxq8kmqzeem5q7gic.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1709734251/citeyqbp34kwflodsfke.mp4']",,[5],,https://www.ephemera-group.com/jungle-palace-ephemera,True,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbG0MJpShKW_HwxvKfaBkq5l9WfunwMDscEzmQVCcY1YcZKJf8xOZsDh5cxPOSMkDZAKjRoffnFEPFWgYDAKUBFNabqO-Z4R6TiBwB8V1nPgai9cnixtantLu0mtyI_Rp1GLkJpYfS6MFCrdRtjtbDT3zEve8QgCtNCA1msWnYR00cj&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,4881,"{'type': 'point', 'data': {'lng': 2.35674, 'lat': 48.874653}}","[{'author': 'Marie Mac', 'text': ""Def must visit , loved the ambience and the Pulled Pork Burger was amazing .also recommend the eggplant for starter !!! The Banoffee desert was lovely and light and we all enjoyed the whole experience.\nService was super attentive and smiling all the time , making our visit memorable. Dishes were well explained to us as well. In particular, our waitress named Aure was very sweet and knows her job to a tee.\n\nOnly comment for restaurant was that at some point the music was a little repetitive. But didn't bother me that much but just something to consider"", 'rating': '5', 'date_published': 1709665317000, 'author_profile_url': 'https://www.google.com/maps/contrib/106156906629811144400/reviews', 'lang': 'en'}]"
132,1712447744046,ChIJqcm0XHVv5kcRAdg_SFD1ZZQ,4.8,Plan D - DWICH & GLACE,18,"22 Rue des Vinaigriers, 75010 Paris",True,['https://res.cloudinary.com/di65pb1aa/video/upload/v1711457946/j0mmlxiuvtcjq0myfbti.mp4'],,"[9, 10]",,https://daimantcollective.com/,False,True,"['Monday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Tuesday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Wednesday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Thursday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Friday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Saturday: 12:00\u2009–\u20099:30\u202fPM', 'Sunday: 12:00\u2009–\u20097:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJaHd60Q5EganqVPcf7gskSnStGQUw0BGTAnW5eDWOa4azuOBz1Vyz8xLAM67IxlRKlRB31GSYWm8o7WmG-OYTuwBjPo756Jb30aUS7YBgbFFJxNnaCBdVn1wi4-YalcKuATKCfDxpRcIpcII1gbxeUodxNK3IXD4_HJs9CVjgwQqiHn&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,572,"{'type': 'point', 'data': {'lng': 2.363196, 'lat': 48.873202}}","[{'author': 'Valentine B', 'text': ""Plan D is a haven for vegetarian/vegan sandwich enthusiasts.\nIt's a blast to find a place where you can eat vegan without feeling like you're left with the side dish. Highly recommended for anyone seeking a delicious and satisfying experience that leaves a lasting impression."", 'rating': '5', 'date_published': 1711452808000, 'author_profile_url': 'https://www.google.com/maps/contrib/105173715322746306920/reviews', 'lang': 'en'}]"
